_c0,Crisis_Yes_No,Category,Summary,Why_A_Crisis,Locations,Number of People Affected
23959,Yes,Educational Disruption,"The Educational Institute of Scotland (EIS) is escalating industrial action in a long-running dispute over pay, with three days of action planned this week and further action planned for next month. The union has targeted areas covered by five politicians, causing parents to voice concerns over the inequitable and unfair treatment of pupils in the affected areas.",The strike action is causing disruption to education and is affecting the education of children in the affected areas.,Scotland,Unknown
26582,No,,,,,
28394,Yes,Public Health,"The County of San Diego has confirmed five cases of hepatitis A, including one death, with illness onset between Jan. 10, 2023 and Feb. 6, 2023. Three of the cases were persons experiencing homelessness (PEH), including the person who died.",The outbreak of hepatitis A is a humanitarian crisis as it is a preventable disease and those experiencing homelessness are particularly vulnerable to the virus.,San Diego,5
19283,No,,,,,
20644,Yes,Education,"A group of student leaders at Allahabad University have been protesting for 946 days on various student-centric issues, such as roll back of fee hike, restoration of student union, and submission of scholarship forms to the state government. The students have not been able to submit their hostel fee receipt along with the form, causing them to face hindrance in their education.",The students are facing hindrance in their education due to the university's delay in hostel allotment and submission of scholarship forms to the state government.,Prayagraj,Unknown
27874,No,,,,,
17817,No,,,,,
10271,No,,,,,
21951,No,,,,,
17051,No,,,,,
15068,No,,,,,
16950,No,,,,,
24705,No,,,,,
10895,Yes,Conflict Zone,"Pete Reed was a humanitarian aid worker and former U.S. Marine who served in Afghanistan and founded a group called Global Response Medicine. He was killed by a Russian missile in Ukraine a few weeks ago. Alex Potter, his wife, described how they met in Iraq in 2016 and worked together at trauma stabilization points throughout the battle.","The death of Pete Reed is a result of the conflict in Ukraine, which has caused thousands of deaths and displacement of people.","Ukraine, Iraq",Thousands
23902,No,,,,,
25366,Yes,Gang Violence,"Two reputed gang members, Angel Joseph Uriarte and Noah David Beard, have been arrested in connection to the execution-style killings of six people in a central California farming town, including an infant and his mother. Both men pleaded not guilty to murder and weapons charges.","The attack was a targeted massacre and appears to be gang-related, resulting in the deaths of six people.",California,6
12941,Yes,Economic Crisis,"Korean exports have seen a sharp decline in February due to ebbing global consumer demand and less demand for work-at-home-gadgets. Exports to China, Japan, and other Asian markets have dropped significantly, while exports to the U.S. and E.U. have increased.","The decline in exports has caused an economic crisis in North Asia, leading to job losses and financial hardship for many people.","Korea, China, Japan, U.S., E.U.",Unknown
14965,No,,,,,
13229,Yes,Food Insecurity,"More than half of students in Scotland have skipped a meal due to lack of money, according to a survey conducted by NUS Scotland. 42% of respondents said they had gone without heating due to money struggles, and 66% said it had affected their mental health. 11% said they had used a food bank, and 37% had considered dropping out due to financial reasons.","The lack of money has caused students to go without food and heating, and has had a negative impact on their mental health.",Scotland,"5,306"
18625,No,,,,,
18408,Yes,Gun Violence,Ohio University’s chapter of Phi Delta Theta held a candlelight vigil in memory of the students who were killed in the Michigan State University shooting on Feb. 13. Three students were killed and five more were injured in the shooting. OU students gathered on the front porch of OU’s Phi Delta Theta chapter house to say prayers and pay their respects to the victims of the shooting.,The shooting resulted in the death of three students and the injury of five more.,"Ohio University, Michigan State University",8
5971,No,,,,,
23463,Yes,Organ Donation,The Northern Ireland (Executive Formation) Bill is expected to move through all stages in the House of Commons later. It will further delay the requirement for the formation of an executive at Stormont until January 18 next year and delay an Assembly election to April 11 at the latest. The Bill will also allow regulations to be made regarding the rules for “Daithi’s Law”. Last week a bid to restore the Assembly to pass the law failed when the DUP once again exercised its veto to prevent the election of a speaker.,"The political impasse at Stormont has caused a delay in the passing of the opt-out donation system, which is necessary for six-year-old Belfast boy Daithi MacGabhann, who is waiting for a heart transplant.",Northern Ireland,1
25305,No,,,,,
6976,No,,,,,
6410,No,,,,,
9745,Yes,Migrant Surge,"Former acting director of Immigration and Customs Enforcement, Ronald Vitiello, stated that the migrant surge at the U.S.-Canada border is due to the policies of the Biden administration. He noted that the same conditions that force agents to be off the line doing processing, caring for people, and arresting criminals is causing an 800% plus increase.","The policies of the Biden administration have caused a crisis on the southwest border, which is now migrating to the northern border with Canada.",U.S.-Canada Border,
8991,No,,,,,
4729,No,,,,,
10547,Yes,Healthcare Access,"A Labor MP and doctor is calling for an overhaul of eligibility for powerful anti-viral drugs to allow far greater access for more people, as the current strategy is “letting Australians down”. The doctor paid $1,100 from her own pocket for a private script for Covid anti-virals for a sick family member who was not eligible for subsidised access.",The current strategy is not providing adequate access to healthcare for those affected by Covid-19.,Australia,Unknown
26585,No,,,,,
18886,No,,,,,
30410,Yes,Armed Conflict,"Russia has moved nearly 200,000 troops, missile launchers and combat aviation apparatus into Ukraine and has sustained staggering losses, including over 100,000 casualties. The military has lost thousands of pieces of armored equipment and several squadrons of fighter jets and helicopters. Russia is preparing for a protracted conflict and has mobilized 300,000 men and increased defense budgets.",The conflict has caused a large number of casualties and has displaced many people.,Ukraine,Unknown
12901,No,,,,,
9076,No,,,,,
26378,No,,,,,
2180,No,,,,,
13650,No,,,,,
19855,No,,,,,
27443,No,,,,,
1813,No,,,,,
11176,No,,,,,
27044,No,,,,,
12580,No,,,,,
27099,Yes,Natural Disaster,"Médecins Sans Frontières (MSF) sent a convoy of 14 trucks carrying 1,296 tents and winter kits to northwestern Syria to help those left homeless by an earthquake. MSF teams have identified huge unmet aid needs and warn that an urgent increase in the volume of supplies is needed to cope with the scale of the humanitarian crisis.","The earthquake has displaced 180,000 people in addition to the two million people already displaced by the conflict in Syria.",Northwestern Syria,"182,000"
532,No,,,,,
25395,No,,,,,
22990,No,,,,,
24237,No,,,,,
28076,No,,,,,
5250,No,,,,,
14725,No,,,,,
19936,No,,,,,
29992,No,,,,,
8497,No,,,,,
22966,Yes,Political Injustice,"Thousands of people in Guatemala protested a court's decision not to allow an indigenous candidate to register for the country's June 25 presidential elections. Protesters blocked highways, demanding that the leftist candidate be allowed to run. The dispute arose when Guatemala's electoral tribunal ruled that the vice presidential candidate for the leftist Peoples Liberation Movement did not have a letter certifying he had no legal cases pending against him.",The requirement is not mentioned in the Constitution and some other candidates have been allowed to register to run even though they have pending cases.,Guatemala,Thousands
11726,No,,,,,
4740,No,,,,,
28059,No,,,,,
4718,No,,,,,
8388,No,,,,,
19317,No,,,,,
626,Yes,Food Insecurity,"Chanahvia Hall, a single mother of 8, is worried about the upcoming cut off of her Supplemental Nutrition Assistance Program (SNAP) benefits, which will leave her with $200 less a week for groceries. She has taken a second job to try to make up for the loss of income.","The cut off of SNAP benefits will leave many people without enough money to buy food, leading to food insecurity.","Fairfax, Falls Church",Tens of Millions
9731,Yes,Food Insecurity,"More than half of students in Scotland have skipped a meal due to lack of money, according to a survey conducted by NUS Scotland. 42% of respondents said they had gone without heating due to money struggles, and 66% said it had affected their mental health. 11% said they had used a food bank, and 37% had considered dropping out due to financial reasons.","The lack of money has caused students to go without meals and heating, and has affected their mental health. 11% have used a food bank, and 37% have considered dropping out due to financial reasons.",Scotland,"5,306"
18137,No,,,,,
7000,Yes,Racial Discrimination,"Nyack Middle School in the Hudson Valley served fried chicken and waffles with a dessert of watermelon on the first day of Black History Month, which was called out by parents and local leaders for promoting racist stereotypes.",The incident reflects a lack of understanding of the district's vision to address racial bias and is an example of racial discrimination.,Hudson Valley,"650 sixth, seventh, and eighth graders"
8672,No,,,,,
18536,No,,,,,
31318,No,,,,,
14812,Yes,Political Interference,The House of Commons procedure and House affairs committee unanimously agreed to invite Foreign Affairs Minister Mélanie Joly and Intergovernmental Affairs Minister Dominic LeBlanc for another round of questioning to discuss China's alleged influence over the 2021 federal election.,The interference of a foreign power in a democratic election is a crisis as it undermines the foundations of democracy.,Canada,All Canadians
27835,No,,,,,
16550,No,,,,,
29677,No,,,,,
29040,No,,,,,
27873,No,,,,,
29516,No,,,,,
5191,No,,,,,
14865,No,,,,,
11834,No,,,,,
21751,No,,,,,
22395,No,,,,,
9977,No,,,,,
30245,No,,,,,
9630,No,,,,,
957,Yes,Gun Violence,"A fifth-grade student at Richneck Elementary School in Newport News, Virginia made threats to 'pop some bullets' in a group text conversation with other students over the weekend. The student was immediately contacted by the parent and excluded from school. The school had recently reopened after a 6-year-old student shot and severely injured his teacher.",The threat of gun violence in a school setting is a humanitarian crisis as it puts the safety of students and staff at risk.,"Newport News, Virginia",Unknown
16275,No,,,,,
29,Yes,Train Derailment,"31 Union Pacific train cars derailed in Gothenburg, Nebraska at 1:45 a.m. Tuesday. No one was injured. Earlier this month, a train carrying toxic chemicals derailed in East Palestine, Ohio and released the chemicals into the air slowly to avoid an explosion or huge chemical dump. Residents in the small town have complained of headaches, nausea and rashes. A train also derailed in Michigan’s Van Buren Township.","The release of toxic chemicals into the air has caused health issues for the residents of East Palestine, Ohio.","Gothenburg, Nebraska, East Palestine, Ohio, Van Buren Township, Michigan","Residents of East Palestine, Ohio"
9485,No,,,,,
8190,No,,,,,
3969,Yes,Indigenous Rights,"In May 2021, the Tk’emlups te Secwepemc announced that ground-penetrating radar had revealed the possible remains of as many as 215 children around the former Kamloops Indian Residential School in British Columbia’s Interior. Since then, many other First Nations have also searched school sites in their territories.",This is a humanitarian crisis because the discovery of the remains of 215 children is a tragedy that has caused immense grief and pain for Indigenous communities and has highlighted the systemic racism and oppression that Indigenous people have faced in Canada.,"British Columbia, Saskatchewan",215
26117,No,,,,,
7909,No,,,,,
12057,Yes,Drug Abuse,"A new study reports that deaths from methamphetamine among Americans increased 50-fold between 1999 and 2021, with most of these deaths also involving heroin or fentanyl.","The increase in deaths is largely driven by the co-involvement of street opioids, as well as the difficulty in recognizing the signs of a meth overdose.",United States,50-fold
14772,No,,,,,
10953,Yes,Sexual Assault,The USYD Women’s Collective (WoCo) rallied in front of the Quadrangle on Thursday calling for an end to sexual assault and harassment on campus. The National Student Safety Survey found that one in three (30.6%) Australian university students had been sexually assaulted at least once in their lifetime. NTEU member Sophie Cotton spoke about the sexual assault and harassment experienced both by students and staff and the inaction by universities and their associated bodies.,Sexual assault and harassment is a violation of human rights and a humanitarian crisis.,Australia,30.6%
17820,No,,,,,
27399,No,,,,,
30763,Yes,Food Insecurity,"Research shows that 40% of teachers in Ireland are seeing children arriving to school hungry every day, with 78% of teachers saying this happens at least once a week. Over half of the teachers surveyed reported an increase in the number of hungry children in their class in the past year. The impact of hunger on a child’s learning is significant, with teachers reporting children being tired, having difficulty concentrating, feeling low or sad, and displaying disruptive behaviour.",Children are going to school hungry and missing out on learning opportunities due to lack of food.,Ireland,200 teachers
20988,No,,,,,
16517,No,,,,,
6036,No,,,,,
17568,No,,,,,
24632,No,,,,,
31626,No,,,,,
16428,No,,,,,
22030,No,,,,,
3188,No,,,,,
31182,No,,,,,
26650,No,,,,,
19954,Yes,Job Loss,"Unions fear British Steel is set to announce the closure of coking ovens at one of its plants, with the loss of hundreds of jobs as the company warns it faces “significant challenges”. An announcement could be made on Wednesday, unions believe.","The closure of the coking ovens will result in hundreds of job losses, which will have a devastating effect on the people of Scunthorpe and all British Steel workers across the UK.","Scunthorpe, UK",Hundreds
17796,No,,,,,
15815,No,,,,,
11429,No,,,,,
1201,No,,,,,
21163,No,,,,,
31496,Yes,Labour Shortage,"B.C. businesses are hiring a record number of temporary foreign workers as they struggle to fill jobs due to a tight labour market. The federal Temporary Foreign Worker Program allows Canadian businesses to hire foreigners for up to two years if they can demonstrate they were unable to hire a Canadian resident for the position. In 2021, the branch received 2,955 applications from employers. In 2022, it received more than 12,300, over 10,000 of them in the last four months of the year.",The surge in applications for the Temporary Foreign Worker Program is causing a humanitarian crisis as it is creating a lack of job opportunities for Canadian residents and forcing them to compete with foreign workers.,B.C.,Unknown
27705,Yes,Child Abuse,"Hamish Dawson, who worked at the Edinburgh Academy in the 1970s, was accused of multiple instances of both emotional and physical abuse on young boys. Jenny Pearson, 64, met with the broadcaster in the latest episode of his podcast Different, where he first shared his experiences at the Edinburgh Academy. Ms Pearson and her family moved into the Edinburgh Academy boarding houses when she was seven, though her father was “absent” due to always being “with the boys”, leaving her with her narcissistic mother.","This article is a humanitarian crisis because it involves the physical and emotional abuse of young boys, which is a violation of their human rights.",Edinburgh Academy,Multiple
16786,Yes,COVID-19,"More than 60,000 people in New South Wales received text messages from NSW Health wrongly stating they had tested positive for the coronavirus. NSW Health blamed a 'technical error' and sent follow-up texts to explain the unexpected notifications.","The mistake caused confusion and fear among the recipients, and could have caused people to take unnecessary medical action.",New South Wales,"60,700"
7081,No,,,,,
13634,No,,,,,
28988,No,,,,,
5392,Yes,Political Disenfranchisement,Thousands of people in Guatemala demonstrated to protest a court's decision not to allow an indigenous candidate to register for the country's June 25 presidential elections. The dispute arose when Guatemala's electoral tribunal ruled that former human rights official Jordán Rodas cannot be the vice presidential candidate for MLP because he allegedly did not have a letter certifying he had no legal cases pending against him.,The decision to not allow the indigenous candidate to register for the presidential election is a violation of their right to political representation and participation.,Guatemala,Thousands
16846,No,,,,,
7918,No,,,,,
15048,No,,,,,
5800,No,,,,,
7272,No,,,,,
24866,Yes,Water Crisis,"Recent downpours in drought-stricken California have helped to replenish reservoirs, but scientists caution people not to get the wrong impression from images of areas with seemingly abundant amounts of water. The water demands are still high and the groundwater drawdown is expected to continue.",The water demands are still high and the groundwater drawdown is expected to continue.,California,"Residents, farmers, and wildlife"
3773,No,,,,,
72,No,,,,,
17890,No,,,,,
15724,No,,,,,
31502,Yes,Sexual Violence,"In her new single, Lana Del Rey opens up about her childhood, womanhood, and her experience with sexual assault. She questions her place in the world and her worthiness of being loved. The song is accompanied by melodic piano.",Sexual assault is a humanitarian crisis as it violates the rights of individuals and can have long-term physical and psychological effects.,,
31012,No,,,,,
16559,No,,,,,
3132,No,,,,,
27093,No,,,,,
24519,No,,,,,
13794,Yes,Extremism,"Jeremy Bertino, a former Proud Boys member, testified that he viewed the far-right extremist organization as “the tip of the spear” after the 2020 election. He is the only member of the group to plead guilty to a seditious conspiracy charge stemming from the mob attack on the U.S. Capitol on Jan. 6, 2021. Five Proud Boys associates are on trial for the same felony count.",The attack on the U.S. Capitol was a violent attempt to disrupt the transfer of presidential power from Donald Trump to Joe Biden.,Washington,
18698,No,,,,,
24183,No,,,,,
27735,Yes,Armed Conflict,The UN chief condemned the launch of ballistic missiles by the Democratic People’s Republic of Korea (DPRK). The US deployed joint air exercises with Japan and the Republic of Korea in response. DPRK launched two additional missiles on Monday. The UN Security Council is scheduled to hold a meeting on the matter.,"The launch of ballistic missiles by DPRK is a threat to international peace and security, and could lead to armed conflict.","Democratic People’s Republic of Korea, Japan, Republic of Korea",
30727,No,,,,,
24391,No,,,,,
8310,No,,,,,
24213,No,,,,,
18591,No,,,,,
24703,No,,,,,
21944,No,,,,,
25608,No,,,,,
1937,No,,,,,
12231,Yes,Winter Storm,"A winter storm is on a 2,600-mile trek across the country, leaving over 40 million people across 22 states under winter weather alerts. The Rockies and Midwest could see blizzard-like conditions with up to two feet of snow in higher elevations and strong winds that could gust up to 80 mph. By the end of the week, the storm is expected to reach the Northeast, bringing more snow and ice to upstate New York and New England.","The storm is expected to cause blizzard-like conditions with strong winds, heavy snow, and drifting snow, which could lead to dangerous travel and the risk of becoming stranded.","West, Northern Tier, Rockies, Midwest, Northeast, Southeast, Lower Midwest",40 million
8739,Yes,Home Damage,"A homeowner in Austin had his home hit by a car last month at 2:30 in the morning. Ten days after the crash, the homeowner received a letter from the City of Austin warning of fines due to the damage to the house. The letter explained the homeowner had 30 days to get his house in order or face consequences, including as much as a $2,000 fine per violation, per day.",The homeowner is facing a financial burden due to the damage caused by the car crash and is unable to repair the damage in the given time frame.,"Austin, Texas",1
15088,No,,,,,
27268,No,,,,,
13789,No,,,,,
4047,No,,,,,
4644,No,,,,,
31390,Yes,Terrorism,"Two cases before the US Supreme Court challenge a 1996 law that has allowed companies like Facebook, Twitter and Google to grow into the giants they are today. The cases involve families of victims of terror attacks in Paris and Istanbul who are suing Google and Twitter for allegedly assisting in the growth of extremist content through their algorithms.","The outcomes of these cases could drastically reshape the internet and online speech, potentially leading to a humanitarian crisis.","Paris, Istanbul",
8795,No,,,,,
1164,Yes,Police Brutality,Chief Minister Mamata Banerjee asked Cooch Behar police chief to initiate a probe to book the guilty in connection with the death of a Rajbanshi youth in BSF firing. The youth was shot 180 times with pellets on suspicion of being a cattle smuggler.,The incident is an example of police brutality and the use of excessive force against innocent people.,Cooch Behar,1
28075,No,,,,,
16773,No,,,,,
19072,Yes,Economic Inequality,"Hindenburg Research's attack on the Adani Group has caused a loss of more than $130 billion of market value in India, highlighting the country's lack of purchasing power and infrastructure deficit. Foreigners are willing to take risks in emerging markets, but infrastructure opportunities are not available.",The lack of infrastructure and purchasing power in India is a humanitarian crisis as it affects the quality of life of the people living there.,India,Unknown
12166,Yes,Poverty,"Jean D'Amerique, a poet and playwright, wrote a novel about a schoolgirl growing up in a slum in Haiti. Her mother is a sex worker and her father figure is a ruthless gang henchman. The novel is a testimony of the violence and lack of public services in Haiti, and how people fight for their lives.",The lack of public services and violence in Haiti has created a humanitarian crisis.,Haiti,
25482,No,,,,,
850,No,,,,,
232,No,,,,,
10305,No,,,,,
19241,No,,,,,
13288,No,,,,,
383,No,,,,,
11160,No,,,,,
5703,No,,,,,
19036,No,,,,,
26986,Yes,Gun Violence,"Lydia Elking, a 15 year old sophomore at Liberty High School in O’Fallon, Missouri, was shot and killed in a residential neighborhood Saturday night near Oak Avenue and Perry Street. Two teenagers have been charged with second-degree murder in juvenile court.",The death of a 15 year old is a tragedy and a humanitarian crisis.,"St. Charles County, O’Fallon, Missouri",Hundreds
31762,No,,,,,
28832,No,,,,,
3143,No,,,,,
9614,No,,,,,
2531,Yes,Climate Disaster,"The provincial government of British Columbia has announced $180 million to help communities prepare for disasters related to climate change. The money will be distributed through the Community Emergency Preparedness Fund and will be paired with a new online hub offering hazard and mapping tools, risk data and other resources.",Recent extreme weather events have caused a lot of destruction in B.C. and people are looking to the government to help keep them and their families safe.,British Columbia,
15067,Yes,Cybersecurity,"Top state election and cybersecurity officials warned about threats posed by Russia and other foreign adversaries ahead of the 2024 elections, noting that America’s decentralized system of thousands of local voting jurisdictions creates a particular vulnerability. Russia and Iran have meddled in previous elections, and the Cybersecurity and Infrastructure Security Agency is concerned about potential retaliation from Russia of our critical infrastructure. China is also a possible source of election interference.",The interference of foreign adversaries in the US election system poses a threat to the security of the US and its citizens.,"US, Russia, Iran, China",All US citizens
18308,No,,,,,
31528,No,,,,,
16514,No,,,,,
6563,No,,,,,
4273,Yes,Swatting,"On Thursday, February 16, 2023, Elko Law Enforcement personnel were dispatched to a report of an active shooter at Elko High School. No shooter was located and no one was injured in the incident. Several other schools throughout the state received similar calls at approximately the same time. The incidents were all apparent “swatting” calls, which are defined as a prank call to emergency services, designed to generate a large response of armed police officers to a given location.",Swatting incidents can be extremely dangerous for a variety of reasons and can cause panic and fear among those affected.,"Elko High School, Nevada",Unknown
1344,No,,,,,
27423,No,,,,,
28609,No,,,,,
2866,No,,,,,
25856,No,,,,,
0,Yes,Political Unrest,"Lim Jock Hoi, the Bruneian Secretary General of the Association of Southeast Asian Nations, lamented in a recent article that Asean is at a crossroads, faced with global headwinds and internal fissures, risking remaining relevant in a fragmented world. The ongoing political crisis in Myanmar, for example, points to deeper malaise. The miliary junta, which usurped power from an elected civilian government almost two years ago, remains at odds with Asean, which has been nudging the regime to re-embrace peace and restore public order. The Myanmar’s junta’s decision not to release Aung San Suu Ky is unfortunate. Instead of freedom, she has been jailed for seven more years.",The political unrest in Myanmar has caused a humanitarian crisis due to the lack of freedom and justice for the people of Myanmar.,"Myanmar, Cambodia, Laos",Unknown
27017,No,,,,,
28041,No,,,,,
13526,No,,,,,
13960,Yes,Conflict,Three United Nations peacekeepers were killed and five others wounded by a roadside bomb in central Mali. The U.N. Security Council and Secretary-General Antonio Guterres strongly condemned the attack and called on Mali’s transitional government to swiftly investigate the attack with the support of MINUSMA and bring the perpetrators to justice.,"The attack on U.N. peacekeepers and the jihadi violence linked to the incident illustrate the complex environment in which the peacekeepers are working, leading to a humanitarian crisis.",Mali,
29313,Yes,Child Abuse,"Hamish Dawson, who worked at the Edinburgh Academy in the 1970s, was accused of multiple instances of both emotional and physical abuse on young boys. Jenny Pearson, 64, met with the broadcaster in the latest episode of his podcast Different, where he first shared his experiences at the Edinburgh Academy. Ms Pearson and her family moved into the Edinburgh Academy boarding houses when she was seven, though her father was “absent” due to always being “with the boys”, leaving her with her narcissistic mother.","This article is a humanitarian crisis because it involves the physical and emotional abuse of young boys, which is a violation of their human rights.",Edinburgh Academy,Multiple
3447,No,,,,,
5825,No,,,,,
13581,No,,,,,
15858,Yes,Refugee Crisis,"Asylum seekers crossing into Quebec from the United States continue to arrive in Cornwall, Ont. Around 800 people are now being housed in Cornwall at the Dev Centre and the former Ramada Inn on Brookdale Avenue. The city is not equipped to handle this kind of pressure and the federal government is not providing assistance. The city is incurring administrative costs which could balloon to more than $2 million dollars.",The influx of asylum seekers is putting a strain on the city's resources and the federal government is not providing assistance.,"Cornwall, Ontario, Roxham Road, Quebec",800
13612,Yes,Earthquake,"A 6.4-magnitude earthquake shook Turkey and Syria on Feb. 20, causing 47,000 deaths and 122,000 injuries. People are out on the streets and the cathedral is full of people. No injuries have been reported in Aleppo yet.","The earthquake has caused a large number of deaths and injuries, leaving people out on the streets and in fear of further destruction.","Turkey, Syria","47,000 deaths and 122,000 injuries"
3633,No,,,,,
22350,No,,,,,
6973,No,,,,,
21096,No,,,,,
11451,No,,,,,
10372,No,,,,,
13791,Yes,Animal Abuse,"An owl named Flaco escaped from the Central Park Zoo enclosure after being vandalized. Wildlife advocates were concerned that the owl, who had lived in captivity for years, wouldn't know how to survive on his own. However, Flaco has been thriving and hunting rats on his own. There is still a concern that he may accidentally eat a rat that had ingested poison.",The vandalism of the enclosure and the potential for Flaco to be harmed by poison is a humanitarian crisis.,Central Park Zoo,1
8282,No,,,,,
13536,Yes,Child Abuse,"The Abilene Police Department reported that a monthlong effort called Operation Janus resulted in the rescue of 28 children from online sexual abuse. More than 80 criminal charges were filed against 59 offenders who were apprehended during the operation. The effort involved federal, state and local law enforcement agencies and analysts from the National Center for Missing and Exploited Children.","The operation revealed the prevalence of online sexual abuse of children, which is a humanitarian crisis.",Abilene,28
29075,No,,,,,
12984,No,,,,,
15913,No,,,,,
31377,No,,,,,
5461,No,,,,,
9907,No,,,,,
28186,No,,,,,
27003,No,,,,,
31736,Yes,Violence,"Security forces in Somalia ended a siege by al-Shabab extremists that killed 10 people and wounded three others at a home in the capital, Mogadishu.",The violence caused by the al-Shabab extremists resulted in the death of 10 people and the wounding of three others.,Mogadishu,13
23588,No,,,,,
1875,No,,,,,
7536,No,,,,,
24122,No,,,,,
19650,No,,,,,
24979,No,,,,,
29283,No,,,,,
9403,No,,,,,
11107,Yes,Food Insecurity,"In the wake of the COVID-19 pandemic, food insecurity has become a major issue in many countries. In India, the lockdown has caused a massive disruption in the food supply chain, leading to a shortage of food and rising prices. This has caused a severe strain on the country's poor and vulnerable populations, who are unable to access food and other essential items.","The lack of access to food and other essential items has caused a humanitarian crisis in India, as the poor and vulnerable populations are unable to meet their basic needs.",India,Millions
24193,No,,,,,
21345,No,,,,,
28992,No,,,,,
23367,No,,,,,
17167,Yes,Train Derailment,"President Joe Biden called several officials during his trip to Poland for an update on an Ohio train crash that released toxic chemicals. Senator Marco Rubio, a Florida Republican, called for US Transportation Secretary Pete Buttigieg, a Democrat, to be fired. The White House said Biden had made five calls for an update on the derailment of the Norfolk Southern Corp. train and how the Environmental Protection Agency was holding “Northern Southern accountable.”","The train crash released toxic chemicals, which is a potential health hazard to the people in the area.","Ohio, Pennsylvania",
31053,No,,,,,
25930,No,,,,,
13138,No,,,,,
27347,No,,,,,
23864,No,,,,,
7590,No,,,,,
2251,No,,,,,
1806,Yes,Airport Disruption,Dublin Airport suspended all flights for 30 minutes due to illegal drone activity in the vicinity of the airport. An Garda Siochana was immediately advised and there were no flight diversions. This is the latest in a series of drone incidents at the airport in recent weeks.,The disruption of flights caused by illegal drone activity is a humanitarian crisis as it affects the safety of passengers and aircraft activity.,Dublin Airport,Unknown
16168,No,,,,,
27492,No,,,,,
26193,No,,,,,
24084,No,,,,,
2566,No,,,,,
15983,Yes,Economic Crisis,"California Gov. Gavin Newsom (D)’s projected budget deficit of $22.5 billion may have been too low by $7 billion, according to a report last week by the nonpartisan Legislative Analyst’s Office (LAO). The LAO states that there is a two-in-three chance that state revenues will be lower than the Governor’s budget estimates for 2022-23 and 2023-24, and that the budget problem may be larger by about $7 billion.","The budget deficit will lead to a lack of resources for essential services, leading to a humanitarian crisis.",California,Millions
26763,No,,,,,
18637,No,,,,,
9835,No,,,,,
28906,No,,,,,
29472,No,,,,,
28850,No,,,,,
9598,Yes,Gun Violence,"In Newport News, Virginia, a 6-year-old shot his teacher with his mother's 9mm handgun. Detectives have finished their criminal investigation and turned it over to the local prosecutor's office for review. The parents' attorney said the weapon was secured on a top shelf in the mother’s closet and had a trigger lock.",This incident is a humanitarian crisis because it is an example of gun violence that has resulted in injury to an innocent person.,"Newport News, Virginia",1
17789,No,,,,,
11474,No,,,,,
17169,Yes,Winter Storm,Michigan State Police is encouraging residents and visitors to prepare for a mix of winter weather that could lead to dangerous driving conditions and power outages. This winter storm is expected to bring up to a foot of snow to the Upper Peninsula and northern lower Michigan and drop a coating of heavy ice across Mid-Michigan in the Lower Peninsula.,"The winter storm could lead to dangerous driving conditions, power outages, and winds gusting over 40mph, which could cause power outages.","Upper Peninsula, Northern Lower Michigan, Mid-Michigan, Grand Rapids, Flint, Lansing, Jackson",Unknown
11904,No,,,,,
11778,Yes,Environmental Disaster,"Two weeks after a train carrying toxic chemicals derailed near the Ohio-Pennsylvania border, local leaders have called for Norfolk Southern to take more responsibility and pay for the cleanup. The EPA has ordered Norfolk Southern to clean up and remediate the site, and if the work is not done to EPA specifications, the agency will step in and perform the work itself.",The derailment has caused environmental contamination and potential health risks to the local population.,"Ohio, Pennsylvania",
13421,No,,,,,
16015,No,,,,,
14969,No,,,,,
29903,No,,,,,
12212,No,,,,,
657,No,,,,,
29263,No,,,,,
23760,No,,,,,
22764,No,,,,,
28984,No,,,,,
31044,No,,,,,
759,No,,,,,
6110,No,,,,,
30372,No,,,,,
2090,Yes,"Murder, Heroism","Nicholas Poitra is accused of shooting and killing Troyal Thumb inside Rindy's Bar in Sheyenne, North Dakota. Poitra has ties to the Spirit Lake Reservation and the Turtle Mountain Reservation. Thumb was reportedly unarmed when he stepped in to protect a friend from Poitra, making him a hero.",The shooting of an unarmed man and the manhunt for the suspect has caused fear and distress in the local community.,"Sheyenne, North Dakota, Spirit Lake Reservation, Turtle Mountain Reservation, Wells County, North Dakota",Unknown
29791,No,,,,,
22653,Yes,Conflict-related,"Pete Reed was a humanitarian aid worker and former U.S. Marine who served in Afghanistan and founded a group called Global Response Medicine, which gave lifesaving first aid to civilians on the front lines of conflict zones. He was killed by a Russian missile in Ukraine a few weeks ago.","The death of Pete Reed is a humanitarian crisis because it is a result of conflict and violence, which has caused the death of a humanitarian aid worker and has put civilians in danger.","Ukraine, Iraq, Afghanistan",Thousands
7256,No,,,,,
15230,Yes,Reproductive Rights,"Two groups in Ohio submitted language to the state Attorney General's Office to potentially get the issue of abortion access on the ballot in November. The proposal would amend Article I, Section 22 of Ohio's constitution and state every individual has a right to make and carry out their own reproductive decisions.","The law was blocked but temporarily went into effect after the Supreme Court overturned Roe v. Wade last summer, putting Ohioans in peril of losing access to safe, legal, comprehensive reproductive medical care.",Ohio,
2506,No,,,,,
18534,Yes,Malaria Outbreak,"The Ghana Health Service is targeting to reduce malaria related deaths by 90 percent by the year 2025. The implementation of the programme is expected to be increased and expanded from the current 42 districts to 93 districts. There were about 5.7 million confirmed cases of malaria in 2021 and 275 deaths, with children under the age of 5 accounting for 28.1 percent of the cases and nearly half of the deaths.","The high number of cases and deaths, particularly among children, is a humanitarian crisis.",Ghana,5.7 million
